product_id,category,sub_category
OFF-BI-10003091,Third Party,Binders
OFF-LA-10004484,Third Party,Labels
OFF-PA-10002105,Third Party,Paper
TEC-PH-10003356,Pre Book,Phones
FUR-FU-10001215,Direct Sale,Furnishings
FUR-TA-10001039,Direct Sale,Tables
OFF-AR-10001662,Third Party,Art
OFF-AR-10001761,Third Party,Art
OFF-AR-10003856,Third Party,Art
OFF-BI-10003527,Third Party,Binders
OFF-EN-10003845,Third Party,Envelopes
OFF-LA-10003930,Third Party,Labels
OFF-ST-10001228,Third Party,Storage
TEC-PH-10001527,Pre Book,Phones
OFF-ST-10001291,Third Party,Storage
TEC-AC-10000387,Pre Book,Accessories
FUR-BO-10004218,Direct Sale,Bookcases
OFF-BI-10000088,Third Party,Binders
OFF-FA-10001561,Third Party,Fasteners
OFF-LA-10000240,Third Party,Labels
OFF-PA-10000675,Third Party,Paper
OFF-PA-10001560,Third Party,Paper
OFF-PA-10001947,Third Party,Paper
OFF-PA-10002749,Third Party,Paper
OFF-PA-10004359,Third Party,Paper
OFF-ST-10000142,Third Party,Storage
OFF-SU-10001165,Third Party,Supplies
TEC-CO-10001766,Pre Book,Copiers
TEC-PH-10004539,Pre Book,Phones
OFF-BI-10001308,Third Party,Binders
OFF-BI-10003656,Third Party,Binders
OFF-BI-10003982,Third Party,Binders
OFF-EN-10004386,Third Party,Envelopes
OFF-FA-10003485,Third Party,Fasteners
OFF-PA-10000061,Third Party,Paper
OFF-ST-10001172,Third Party,Storage
OFF-ST-10004258,Third Party,Storage
TEC-PH-10002310,Pre Book,Phones
OFF-AP-10002945,Third Party,Appliances
OFF-BI-10000948,Third Party,Binders
OFF-PA-10002254,Third Party,Paper
OFF-BI-10001071,Third Party,Binders
FUR-FU-10000747,Direct Sale,Furnishings
OFF-AR-10003217,Third Party,Art
OFF-BI-10000285,Third Party,Binders
OFF-PA-10003127,Third Party,Paper
OFF-ST-10000736,Third Party,Storage
OFF-ST-10002182,Third Party,Storage
TEC-AC-10000171,Pre Book,Accessories
TEC-AC-10002567,Pre Book,Accessories
TEC-PH-10000376,Pre Book,Phones
TEC-PH-10001795,Pre Book,Phones
FUR-CH-10003396,Direct Sale,Chairs
OFF-FA-10003112,Third Party,Fasteners
OFF-PA-10000380,Third Party,Paper
OFF-PA-10000659,Third Party,Paper
OFF-ST-10002486,Third Party,Storage
TEC-AC-10000736,Pre Book,Accessories
FUR-BO-10000362,Direct Sale,Bookcases
FUR-FU-10003832,Direct Sale,Furnishings
OFF-AP-10002287,Third Party,Appliances
FUR-TA-10001889,Direct Sale,Tables
OFF-AP-10000595,Third Party,Appliances
OFF-PA-10001125,Third Party,Paper
OFF-PA-10001950,Third Party,Paper
OFF-ST-10002615,Third Party,Storage
TEC-AC-10004633,Pre Book,Accessories
OFF-ST-10000636,Third Party,Storage
OFF-EN-10004459,Third Party,Envelopes
OFF-PA-10000533,Third Party,Paper
OFF-PA-10000743,Third Party,Paper
OFF-PA-10003177,Third Party,Paper
TEC-AC-10002253,Pre Book,Accessories
FUR-CH-10004086,Direct Sale,Chairs
FUR-FU-10004586,Direct Sale,Furnishings
OFF-AP-10001947,Third Party,Appliances
OFF-AR-10003732,Third Party,Art
OFF-PA-10001609,Third Party,Paper
OFF-PA-10001736,Third Party,Paper
OFF-PA-10002615,Third Party,Paper
TEC-AC-10003116,Pre Book,Accessories
FUR-CH-10003298,Direct Sale,Chairs
OFF-PA-10001838,Third Party,Paper
TEC-PH-10002890,Pre Book,Phones
FUR-FU-10001085,Direct Sale,Furnishings
OFF-PA-10000357,Third Party,Paper
TEC-PH-10000011,Pre Book,Phones
OFF-AP-10001242,Third Party,Appliances
OFF-BI-10003707,Third Party,Binders
TEC-AC-10003038,Pre Book,Accessories
TEC-AC-10003289,Pre Book,Accessories
TEC-MA-10003329,Pre Book,Machines
TEC-PH-10003095,Pre Book,Phones
FUR-FU-10004622,Direct Sale,Furnishings
OFF-AP-10003849,Third Party,Appliances
OFF-AR-10000716,Third Party,Art
OFF-BI-10002735,Third Party,Binders
OFF-BI-10003350,Third Party,Binders
OFF-BI-10003529,Third Party,Binders
OFF-FA-10000735,Third Party,Fasteners
TEC-CO-10004202,Pre Book,Copiers
TEC-PH-10000307,Pre Book,Phones
FUR-BO-10004218,Direct Sale,Bookcases
FUR-CH-10003973,Direct Sale,Chairs
FUR-FU-10001037,Direct Sale,Furnishings
FUR-FU-10001468,Direct Sale,Furnishings
OFF-AP-10004036,Third Party,Appliances
OFF-AR-10002467,Third Party,Art
OFF-BI-10002072,Third Party,Binders
OFF-BI-10003650,Third Party,Binders
OFF-LA-10001569,Third Party,Labels
OFF-ST-10003816,Third Party,Storage
TEC-AC-10001767,Pre Book,Accessories
TEC-PH-10000347,Pre Book,Phones
TEC-PH-10002844,Pre Book,Phones
OFF-AR-10004078,Third Party,Art
OFF-BI-10004209,Third Party,Binders
OFF-BI-10004965,Third Party,Binders
OFF-PA-10001019,Third Party,Paper
OFF-PA-10001526,Third Party,Paper
TEC-AC-10002550,Pre Book,Accessories
OFF-AP-10002651,Third Party,Appliances
OFF-AR-10001954,Third Party,Art
OFF-PA-10002262,Third Party,Paper
OFF-ST-10002214,Third Party,Storage
TEC-AC-10002402,Pre Book,Accessories
FUR-TA-10002774,Direct Sale,Tables
OFF-AP-10000179,Third Party,Appliances
OFF-ST-10001505,Third Party,Storage
OFF-AR-10002804,Third Party,Art
OFF-BI-10000773,Third Party,Binders
OFF-ST-10001476,Third Party,Storage
FUR-FU-10000087,Direct Sale,Furnishings
FUR-FU-10001290,Direct Sale,Furnishings
OFF-AP-10004487,Third Party,Appliances
OFF-PA-10003127,Third Party,Paper
TEC-AC-10002473,Pre Book,Accessories
TEC-CO-10001943,Pre Book,Copiers
TEC-PH-10004531,Pre Book,Phones
OFF-ST-10000419,Third Party,Storage
FUR-FU-10004973,Direct Sale,Furnishings
FUR-TA-10000688,Direct Sale,Tables
FUR-TA-10002530,Direct Sale,Tables
FUR-TA-10002530,Direct Sale,Tables
FUR-TA-10003954,Direct Sale,Tables
OFF-AP-10004980,Third Party,Appliances
OFF-BI-10002071,Third Party,Binders
OFF-PA-10000788,Third Party,Paper
OFF-PA-10002968,Third Party,Paper
OFF-ST-10000344,Third Party,Storage
OFF-SU-10004498,Third Party,Supplies
TEC-AC-10002800,Pre Book,Accessories
TEC-PH-10001061,Pre Book,Phones
TEC-PH-10001494,Pre Book,Phones
TEC-PH-10003645,Pre Book,Phones
OFF-AP-10002403,Third Party,Appliances
FUR-BO-10001519,Direct Sale,Bookcases
FUR-CH-10003968,Direct Sale,Chairs
FUR-FU-10001468,Direct Sale,Furnishings
OFF-AP-10002350,Third Party,Appliances
OFF-AR-10004757,Third Party,Art
OFF-BI-10001036,Third Party,Binders
OFF-BI-10004330,Third Party,Binders
OFF-FA-10001229,Third Party,Fasteners
OFF-FA-10003059,Third Party,Fasteners
OFF-FA-10004838,Third Party,Fasteners
TEC-AC-10004396,Pre Book,Accessories
TEC-CO-10001766,Pre Book,Copiers
TEC-PH-10002033,Pre Book,Phones
TEC-PH-10002115,Pre Book,Phones
OFF-AP-10002651,Third Party,Appliances
OFF-AR-10000614,Third Party,Art
OFF-AR-10003251,Third Party,Art
OFF-BI-10001900,Third Party,Binders
OFF-PA-10001184,Third Party,Paper
TEC-AC-10003174,Pre Book,Accessories
TEC-AC-10003198,Pre Book,Accessories
TEC-PH-10002310,Pre Book,Phones
FUR-CH-10000225,Direct Sale,Chairs
FUR-CH-10003061,Direct Sale,Chairs
FUR-FU-10001706,Direct Sale,Furnishings
OFF-AR-10003373,Third Party,Art
OFF-AR-10003481,Third Party,Art
OFF-BI-10000320,Third Party,Binders
OFF-BI-10003676,Third Party,Binders
OFF-BI-10004410,Third Party,Binders
OFF-LA-10002762,Third Party,Labels
OFF-LA-10004093,Third Party,Labels
OFF-PA-10000483,Third Party,Paper
OFF-PA-10003936,Third Party,Paper
OFF-ST-10000532,Third Party,Storage
OFF-ST-10002756,Third Party,Storage
TEC-AC-10003116,Pre Book,Accessories
TEC-AC-10003590,Pre Book,Accessories
TEC-PH-10001870,Pre Book,Phones
TEC-PH-10003357,Pre Book,Phones
OFF-AP-10002578,Third Party,Appliances
OFF-BI-10003925,Third Party,Binders
FUR-FU-10002937,Direct Sale,Furnishings
OFF-EN-10003296,Third Party,Envelopes
OFF-PA-10001166,Third Party,Paper
OFF-PA-10002377,Third Party,Paper
TEC-PH-10001557,Pre Book,Phones
FUR-CH-10001891,Direct Sale,Chairs
FUR-FU-10003394,Direct Sale,Furnishings
OFF-BI-10002215,Third Party,Binders
TEC-PH-10002103,Pre Book,Phones
OFF-AR-10004691,Third Party,Art
TEC-PH-10002923,Pre Book,Phones
OFF-AR-10001044,Third Party,Art
FUR-CH-10003535,Direct Sale,Chairs
OFF-AP-10001205,Third Party,Appliances
OFF-AP-10002311,Third Party,Appliances
OFF-AR-10000658,Third Party,Art
OFF-BI-10002071,Third Party,Binders
OFF-EN-10003862,Third Party,Envelopes
OFF-ST-10002574,Third Party,Storage
FUR-CH-10000513,Direct Sale,Chairs
FUR-CH-10002017,Direct Sale,Chairs
FUR-CH-10004086,Direct Sale,Chairs
FUR-FU-10003708,Direct Sale,Furnishings
FUR-TA-10000577,Direct Sale,Tables
OFF-AR-10000588,Third Party,Art
OFF-AR-10004757,Third Party,Art
OFF-BI-10001524,Third Party,Binders
OFF-ST-10004123,Third Party,Storage
TEC-PH-10003174,Pre Book,Phones
FUR-CH-10000309,Direct Sale,Chairs
OFF-AP-10003971,Third Party,Appliances
OFF-AR-10001166,Third Party,Art
OFF-SU-10001574,Third Party,Supplies
TEC-MA-10004212,Pre Book,Machines
OFF-AP-10000696,Third Party,Appliances
OFF-AP-10003779,Third Party,Appliances
OFF-BI-10000309,Third Party,Binders
OFF-BI-10003527,Third Party,Binders
OFF-ST-10003327,Third Party,Storage
OFF-PA-10001526,Third Party,Paper
FUR-CH-10001146,Direct Sale,Chairs
FUR-FU-10001025,Direct Sale,Furnishings
FUR-FU-10002445,Direct Sale,Furnishings
FUR-FU-10002960,Direct Sale,Furnishings
OFF-AR-10000658,Third Party,Art
OFF-PA-10002689,Third Party,Paper
TEC-PH-10000347,Pre Book,Phones
TEC-PH-10001300,Pre Book,Phones
TEC-PH-10001530,Pre Book,Phones
FUR-FU-10001095,Direct Sale,Furnishings
OFF-AR-10004022,Third Party,Art
OFF-BI-10000309,Third Party,Binders
OFF-ST-10000876,Third Party,Storage
OFF-SU-10002573,Third Party,Supplies
OFF-SU-10004261,Third Party,Supplies
TEC-PH-10004348,Pre Book,Phones
OFF-LA-10000443,Third Party,Labels
TEC-PH-10001750,Pre Book,Phones
FUR-CH-10002965,Direct Sale,Chairs
FUR-FU-10002298,Direct Sale,Furnishings
OFF-AP-10003266,Third Party,Appliances
OFF-AP-10003622,Third Party,Appliances
OFF-AR-10001246,Third Party,Art
OFF-AR-10001468,Third Party,Art
OFF-BI-10001575,Third Party,Binders
OFF-BI-10002026,Third Party,Binders
OFF-BI-10004654,Third Party,Binders
OFF-PA-10002230,Third Party,Paper
OFF-ST-10000563,Third Party,Storage
TEC-AC-10000844,Pre Book,Accessories
TEC-AC-10001542,Pre Book,Accessories
FUR-FU-10001940,Direct Sale,Furnishings
FUR-FU-10002671,Direct Sale,Furnishings
OFF-AR-10001897,Third Party,Art
TEC-PH-10002922,Pre Book,Phones
FUR-TA-10001095,Direct Sale,Tables
OFF-PA-10000213,Third Party,Paper
OFF-PA-10001952,Third Party,Paper
FUR-CH-10004675,Direct Sale,Chairs
FUR-TA-10003469,Direct Sale,Tables
OFF-AR-10002578,Third Party,Art
OFF-BI-10001078,Third Party,Binders
FUR-CH-10002647,Direct Sale,Chairs
FUR-FU-10000723,Direct Sale,Furnishings
FUR-FU-10001095,Direct Sale,Furnishings
FUR-FU-10001852,Direct Sale,Furnishings
OFF-AR-10000127,Third Party,Art
OFF-BI-10003684,Third Party,Binders
OFF-PA-10003363,Third Party,Paper
OFF-PA-10003465,Third Party,Paper
OFF-SU-10000157,Third Party,Supplies
TEC-CO-10004115,Pre Book,Copiers
TEC-PH-10000441,Pre Book,Phones
OFF-BI-10000962,Third Party,Binders
OFF-AP-10002439,Third Party,Appliances
OFF-AR-10004602,Third Party,Art
TEC-AC-10002718,Pre Book,Accessories
FUR-CH-10004540,Direct Sale,Chairs
FUR-FU-10000175,Direct Sale,Furnishings
OFF-BI-10002949,Third Party,Binders
OFF-PA-10001954,Third Party,Paper
OFF-PA-10003893,Third Party,Paper
OFF-PA-10004239,Third Party,Paper
OFF-ST-10004258,Third Party,Storage
TEC-PH-10000441,Pre Book,Phones
TEC-PH-10001336,Pre Book,Phones
OFF-FA-10002280,Third Party,Fasteners
TEC-PH-10004447,Pre Book,Phones
FUR-BO-10004015,Direct Sale,Bookcases
FUR-CH-10003833,Direct Sale,Chairs
FUR-CH-10004495,Direct Sale,Chairs
FUR-FU-10001979,Direct Sale,Furnishings
OFF-AR-10001118,Third Party,Art
OFF-AR-10003373,Third Party,Art
OFF-BI-10001575,Third Party,Binders
OFF-BI-10001982,Third Party,Binders
OFF-EN-10000927,Third Party,Envelopes
OFF-LA-10002312,Third Party,Labels
OFF-LA-10003510,Third Party,Labels
OFF-ST-10003470,Third Party,Storage
OFF-EN-10004147,Third Party,Envelopes
OFF-ST-10002583,Third Party,Storage
TEC-AC-10002402,Pre Book,Accessories
OFF-BI-10002082,Third Party,Binders
OFF-LA-10003766,Third Party,Labels
OFF-PA-10002250,Third Party,Paper
OFF-SU-10000898,Third Party,Supplies
OFF-PA-10003724,Third Party,Paper
FUR-FU-10001986,Direct Sale,Furnishings
OFF-BI-10001031,Third Party,Binders
OFF-AP-10000358,Third Party,Appliances
OFF-BI-10001597,Third Party,Binders
OFF-BI-10001636,Third Party,Binders
OFF-LA-10004484,Third Party,Labels
OFF-ST-10002406,Third Party,Storage
TEC-MA-10004002,Pre Book,Machines
TEC-PH-10003645,Pre Book,Phones
FUR-FU-10003724,Direct Sale,Furnishings
OFF-AP-10001394,Third Party,Appliances
OFF-AP-10004708,Third Party,Appliances
OFF-BI-10001036,Third Party,Binders
OFF-EN-10000056,Third Party,Envelopes
OFF-ST-10004507,Third Party,Storage
FUR-CH-10002880,Direct Sale,Chairs
OFF-BI-10001249,Third Party,Binders
FUR-FU-10002268,Direct Sale,Furnishings
OFF-AP-10004487,Third Party,Appliances
OFF-AR-10002445,Third Party,Art
OFF-BI-10001718,Third Party,Binders
OFF-PA-10002160,Third Party,Paper
OFF-SU-10002557,Third Party,Supplies
TEC-AC-10003095,Pre Book,Accessories
TEC-PH-10001944,Pre Book,Phones
FUR-CH-10000863,Direct Sale,Chairs
FUR-CH-10004754,Direct Sale,Chairs
FUR-FU-10003849,Direct Sale,Furnishings
OFF-EN-10004459,Third Party,Envelopes
OFF-PA-10003134,Third Party,Paper
OFF-PA-10003790,Third Party,Paper
TEC-AC-10003628,Pre Book,Accessories
TEC-MA-10004679,Pre Book,Machines
OFF-AR-10000411,Third Party,Art
OFF-AR-10001547,Third Party,Art
OFF-BI-10000605,Third Party,Binders
OFF-LA-10000262,Third Party,Labels
OFF-PA-10004255,Third Party,Paper
OFF-ST-10001328,Third Party,Storage
OFF-ST-10001490,Third Party,Storage
OFF-ST-10001558,Third Party,Storage
TEC-PH-10004093,Pre Book,Phones
FUR-CH-10000863,Direct Sale,Chairs
FUR-FU-10002506,Direct Sale,Furnishings
OFF-BI-10002931,Third Party,Binders
OFF-FA-10002988,Third Party,Fasteners
OFF-LA-10004484,Third Party,Labels
OFF-PA-10000474,Third Party,Paper
OFF-PA-10004101,Third Party,Paper
OFF-ST-10001496,Third Party,Storage
OFF-AP-10004540,Third Party,Appliances
TEC-AC-10000358,Pre Book,Accessories
TEC-PH-10001527,Pre Book,Phones
TEC-PH-10001795,Pre Book,Phones
FUR-BO-10004357,Direct Sale,Bookcases
FUR-CH-10002320,Direct Sale,Chairs
FUR-FU-10001847,Direct Sale,Furnishings
FUR-FU-10001935,Direct Sale,Furnishings
FUR-FU-10002703,Direct Sale,Furnishings
OFF-AR-10003504,Third Party,Art
OFF-BI-10004364,Third Party,Binders
OFF-FA-10003472,Third Party,Fasteners
OFF-LA-10000443,Third Party,Labels
OFF-LA-10003766,Third Party,Labels
OFF-PA-10001125,Third Party,Paper
OFF-PA-10001950,Third Party,Paper
OFF-PA-10002120,Third Party,Paper
OFF-PA-10002254,Third Party,Paper
OFF-ST-10000046,Third Party,Storage
OFF-ST-10001590,Third Party,Storage
OFF-ST-10004340,Third Party,Storage
OFF-BI-10001890,Third Party,Binders
OFF-BI-10004224,Third Party,Binders
OFF-LA-10004178,Third Party,Labels
OFF-PA-10001838,Third Party,Paper
OFF-PA-10002606,Third Party,Paper
TEC-PH-10001299,Pre Book,Phones
TEC-PH-10001300,Pre Book,Phones
FUR-FU-10000672,Direct Sale,Furnishings
OFF-AR-10004685,Third Party,Art
OFF-LA-10000443,Third Party,Labels
OFF-PA-10004569,Third Party,Paper
TEC-AC-10001874,Pre Book,Accessories
TEC-AC-10003870,Pre Book,Accessories
FUR-CH-10004997,Direct Sale,Chairs
OFF-PA-10000528,Third Party,Paper
OFF-AR-10003183,Third Party,Art
OFF-BI-10003707,Third Party,Binders
OFF-BI-10004187,Third Party,Binders
OFF-PA-10000552,Third Party,Paper
FUR-FU-10001185,Direct Sale,Furnishings
OFF-AP-10003849,Third Party,Appliances
OFF-AR-10003856,Third Party,Art
OFF-BI-10002429,Third Party,Binders
OFF-LA-10001982,Third Party,Labels
OFF-PA-10001215,Third Party,Paper
OFF-PA-10002581,Third Party,Paper
OFF-ST-10000046,Third Party,Storage
TEC-AC-10003433,Pre Book,Accessories
FUR-FU-10003192,Direct Sale,Furnishings
OFF-BI-10001670,Third Party,Binders
OFF-BI-10002133,Third Party,Binders
OFF-BI-10003876,Third Party,Binders
OFF-PA-10000304,Third Party,Paper
TEC-AC-10004396,Pre Book,Accessories
TEC-PH-10004522,Pre Book,Phones
FUR-CH-10003312,Direct Sale,Chairs
FUR-FU-10003464,Direct Sale,Furnishings
FUR-FU-10004666,Direct Sale,Furnishings
OFF-AR-10000380,Third Party,Art
OFF-AR-10003582,Third Party,Art
OFF-BI-10001308,Third Party,Binders
OFF-BI-10002799,Third Party,Binders
OFF-BI-10004593,Third Party,Binders
OFF-PA-10004451,Third Party,Paper
OFF-ST-10001780,Third Party,Storage
OFF-ST-10003816,Third Party,Storage
TEC-AC-10003038,Pre Book,Accessories
TEC-PH-10002496,Pre Book,Phones
FUR-FU-10003623,Direct Sale,Furnishings
OFF-PA-10003848,Third Party,Paper
OFF-ST-10001505,Third Party,Storage
OFF-ST-10002444,Third Party,Storage
TEC-PH-10002844,Pre Book,Phones
OFF-AR-10000634,Third Party,Art
OFF-AR-10004269,Third Party,Art
OFF-BI-10001249,Third Party,Binders
OFF-BI-10002824,Third Party,Binders
OFF-BI-10003707,Third Party,Binders
OFF-BI-10004970,Third Party,Binders
OFF-PA-10001870,Third Party,Paper
OFF-PA-10003363,Third Party,Paper
TEC-AC-10003657,Pre Book,Accessories
TEC-CO-10004202,Pre Book,Copiers
FUR-FU-10001867,Direct Sale,Furnishings
FUR-FU-10002396,Direct Sale,Furnishings
FUR-FU-10004904,Direct Sale,Furnishings
OFF-PA-10002245,Third Party,Paper
OFF-ST-10004804,Third Party,Storage
TEC-AC-10002718,Pre Book,Accessories
TEC-PH-10002103,Pre Book,Phones
FUR-CH-10001708,Direct Sale,Chairs
OFF-BI-10003527,Third Party,Binders
OFF-EN-10001028,Third Party,Envelopes
OFF-EN-10003072,Third Party,Envelopes
OFF-PA-10004156,Third Party,Paper
TEC-PH-10004922,Pre Book,Phones
FUR-CH-10002965,Direct Sale,Chairs
FUR-FU-10003464,Direct Sale,Furnishings
FUR-FU-10004973,Direct Sale,Furnishings
OFF-AR-10001044,Third Party,Art
OFF-AR-10002399,Third Party,Art
OFF-BI-10002982,Third Party,Binders
OFF-BI-10003707,Third Party,Binders
OFF-BI-10004002,Third Party,Binders
OFF-BI-10004656,Third Party,Binders
OFF-BI-10004826,Third Party,Binders
OFF-PA-10001661,Third Party,Paper
OFF-PA-10001937,Third Party,Paper
OFF-ST-10003716,Third Party,Storage
TEC-PH-10002496,Pre Book,Phones
FUR-FU-10000732,Direct Sale,Furnishings
OFF-BI-10001107,Third Party,Binders
OFF-EN-10000056,Third Party,Envelopes
OFF-LA-10004677,Third Party,Labels
OFF-PA-10004355,Third Party,Paper
OFF-ST-10003692,Third Party,Storage
FUR-FU-10002253,Direct Sale,Furnishings
TEC-AC-10001838,Pre Book,Accessories
TEC-PH-10002070,Pre Book,Phones
TEC-PH-10002726,Pre Book,Phones
TEC-PH-10001819,Pre Book,Phones
FUR-TA-10002645,Direct Sale,Tables
OFF-BI-10000545,Third Party,Binders
OFF-FA-10000490,Third Party,Fasteners
FUR-FU-10000794,Direct Sale,Furnishings
OFF-BI-10004519,Third Party,Binders
OFF-FA-10003059,Third Party,Fasteners
TEC-AC-10001590,Pre Book,Accessories
TEC-PH-10002468,Pre Book,Phones
TEC-PH-10003931,Pre Book,Phones
TEC-PH-10004830,Pre Book,Phones
FUR-FU-10001979,Direct Sale,Furnishings
FUR-FU-10004587,Direct Sale,Furnishings
OFF-AR-10004062,Third Party,Art
OFF-BI-10000201,Third Party,Binders
OFF-BI-10004330,Third Party,Binders
OFF-LA-10001613,Third Party,Labels
OFF-PA-10001019,Third Party,Paper
OFF-PA-10003309,Third Party,Paper
OFF-ST-10001963,Third Party,Storage
OFF-ST-10002554,Third Party,Storage
FUR-CH-10003199,Direct Sale,Chairs
OFF-BI-10001132,Third Party,Binders
OFF-BI-10001543,Third Party,Binders
OFF-PA-10004040,Third Party,Paper
OFF-ST-10001321,Third Party,Storage
TEC-AC-10004708,Pre Book,Accessories
TEC-PH-10001578,Pre Book,Phones
FUR-BO-10001918,Direct Sale,Bookcases
FUR-FU-10004306,Direct Sale,Furnishings
OFF-AR-10000538,Third Party,Art
OFF-BI-10002867,Third Party,Binders
OFF-LA-10000443,Third Party,Labels
OFF-PA-10003177,Third Party,Paper
FUR-CH-10001482,Direct Sale,Chairs
FUR-FU-10001473,Direct Sale,Furnishings
OFF-PA-10002870,Third Party,Paper
TEC-PH-10004667,Pre Book,Phones
FUR-CH-10003774,Direct Sale,Chairs
FUR-CH-10004086,Direct Sale,Chairs
FUR-FU-10000076,Direct Sale,Furnishings
OFF-AP-10001293,Third Party,Appliances
OFF-BI-10004728,Third Party,Binders
OFF-PA-10000349,Third Party,Paper
OFF-PA-10000659,Third Party,Paper
OFF-PA-10002250,Third Party,Paper
OFF-PA-10003349,Third Party,Paper
OFF-PA-10003797,Third Party,Paper
OFF-ST-10003208,Third Party,Storage
OFF-ST-10004507,Third Party,Storage
TEC-PH-10003505,Pre Book,Phones
FUR-CH-10003956,Direct Sale,Chairs
FUR-FU-10000293,Direct Sale,Furnishings
FUR-FU-10004460,Direct Sale,Furnishings
OFF-LA-10003930,Third Party,Labels
OFF-PA-10001307,Third Party,Paper
OFF-AR-10004817,Third Party,Art
OFF-BI-10002706,Third Party,Binders
TEC-PH-10004165,Pre Book,Phones
FUR-FU-10003829,Direct Sale,Furnishings
FUR-FU-10003829,Direct Sale,Furnishings
OFF-BI-10003655,Third Party,Binders
OFF-BI-10004728,Third Party,Binders
OFF-LA-10003223,Third Party,Labels
OFF-ST-10001558,Third Party,Storage
TEC-AC-10002345,Pre Book,Accessories
FUR-BO-10002824,Direct Sale,Bookcases
FUR-CH-10003968,Direct Sale,Chairs
FUR-FU-10000965,Direct Sale,Furnishings
FUR-FU-10002191,Direct Sale,Furnishings
OFF-AR-10003732,Third Party,Art
OFF-ST-10001526,Third Party,Storage
TEC-PH-10004188,Pre Book,Phones
OFF-PA-10004248,Third Party,Paper
FUR-FU-10002918,Direct Sale,Furnishings
OFF-AP-10002684,Third Party,Appliances
OFF-AR-10000657,Other,Art
OFF-AR-10002987,Other,Art
OFF-BI-10001597,Other,Binders
OFF-BI-10001634,Other,Binders
OFF-BI-10002854,Other,Binders
OFF-BI-10004001,Third Party,Binders
OFF-FA-10002763,Other,Fasteners
OFF-LA-10000476,Other,Labels
OFF-PA-10001609,Other,Paper
OFF-ST-10003722,Other,Storage
TEC-MA-10002428,Other,Machines
TEC-PH-10003072,Pre Book,Phones
OFF-BI-10003196,Third Party,Binders
OFF-BI-10003719,Third Party,Binders
FUR-CH-10003833,Direct Sale,Chairs
FUR-FU-10003142,Direct Sale,Furnishings
FUR-FU-10004848,Direct Sale,Furnishings
FUR-TA-10001520,Direct Sale,Tables
OFF-AR-10003732,Third Party,Art
OFF-BI-10001597,Third Party,Binders
OFF-BI-10003669,Third Party,Binders
OFF-BI-10004022,Third Party,Binders
OFF-BI-10004492,Third Party,Binders
OFF-PA-10001763,Third Party,Paper
TEC-PH-10001817,Pre Book,Phones
FUR-CH-10004477,Direct Sale,Chairs
FUR-FU-10001861,Direct Sale,Furnishings
OFF-AR-10003190,Third Party,Art
OFF-BI-10003314,Third Party,Binders
TEC-PH-10000526,Pre Book,Phones
TEC-PH-10000526,Pre Book,Phones
TEC-PH-10003505,Pre Book,Phones
TEC-PH-10003963,Pre Book,Phones
FUR-CH-10000595,Direct Sale,Chairs
OFF-BI-10000320,Third Party,Binders
OFF-BI-10001765,Third Party,Binders
OFF-PA-10000019,Third Party,Paper
OFF-PA-10000349,Third Party,Paper
FUR-BO-10001608,Direct Sale,Bookcases
FUR-CH-10004287,Direct Sale,Chairs
OFF-PA-10001846,Third Party,Paper
OFF-ST-10002743,Third Party,Storage
FUR-CH-10003312,Direct Sale,Chairs
FUR-CH-10004086,Direct Sale,Chairs
FUR-CH-10004853,Direct Sale,Chairs
OFF-EN-10000483,Third Party,Envelopes
OFF-FA-10001332,Third Party,Fasteners
OFF-PA-10000501,Third Party,Paper
TEC-AC-10001990,Pre Book,Accessories
FUR-BO-10003159,Direct Sale,Bookcases
FUR-BO-10004709,Direct Sale,Bookcases
OFF-FA-10004248,Third Party,Fasteners
OFF-LA-10002368,Third Party,Labels
FUR-FU-10002364,Direct Sale,Furnishings
OFF-AR-10003190,Third Party,Art
OFF-BI-10004182,Third Party,Binders
TEC-AC-10003095,Pre Book,Accessories
TEC-PH-10002468,Pre Book,Phones
OFF-BI-10004352,Third Party,Binders
FUR-BO-10002545,Direct Sale,Bookcases
FUR-BO-10004690,Direct Sale,Bookcases
OFF-BI-10000546,Third Party,Binders
OFF-EN-10000483,Third Party,Envelopes
OFF-PA-10000528,Third Party,Paper
OFF-PA-10003129,Third Party,Paper
OFF-ST-10000464,Third Party,Storage
OFF-ST-10003442,Third Party,Storage
TEC-AC-10002253,Pre Book,Accessories
TEC-PH-10001557,Pre Book,Phones
FUR-FU-10002253,Direct Sale,Furnishings
OFF-AP-10002892,Third Party,Appliances
OFF-BI-10003460,Third Party,Binders
FUR-FU-10001487,Direct Sale,Furnishings
OFF-BI-10000069,Third Party,Binders
OFF-BI-10000069,Third Party,Binders
TEC-AC-10003289,Pre Book,Accessories
FUR-BO-10002213,Direct Sale,Bookcases
FUR-CH-10001854,Direct Sale,Chairs
FUR-TA-10002041,Direct Sale,Tables
OFF-BI-10001524,Third Party,Binders
OFF-EN-10001335,Third Party,Envelopes
OFF-FA-10004395,Third Party,Fasteners
OFF-PA-10004782,Third Party,Paper
TEC-PH-10004094,Pre Book,Phones
FUR-CH-10003199,Direct Sale,Chairs
FUR-TA-10002356,Direct Sale,Tables
OFF-AR-10002067,Third Party,Art
OFF-BI-10000605,Third Party,Binders
OFF-BI-10003314,Third Party,Binders
OFF-EN-10002230,Third Party,Envelopes
OFF-PA-10003072,Third Party,Paper
TEC-PH-10004897,Pre Book,Phones
